titre,console,note_testeur,nom_testeur,statut_testeur,year,date_test,note_lecteur,nombre_testeur,url
Project Rub,DS,15,Romendil,Journaliste jeuxvideo.com,2005,09 mars 2005 à 18:00:00,14.8,36,https://jeuxvideo.com/articles/0000/00005157_test.htm
Motorbike King,PS2,4,Logan,Journaliste jeuxvideo.com,2005,09 mars 2005 à 18:00:00,5,2,https://jeuxvideo.com/articles/0000/00005156_test.htm
Pink Pong,PS2,3,Jihem,Journaliste jeuxvideo.com,2005,09 mars 2005 à 18:00:00,5.2,5,https://jeuxvideo.com/articles/0000/00005155_test.htm
Radio Helicopter,PS2,4,superpanda,Journaliste jeuxvideo.com,2005,09 mars 2005 à 18:00:00,1,2,https://jeuxvideo.com/articles/0000/00005154_test.htm
Rayman DS,DS,15,Killy,Journaliste jeuxvideo.com,2005,08 mars 2005 à 18:00:00,13.9,100,https://jeuxvideo.com/articles/0000/00005153_test.htm
Death by Degrees,PS2,10,Killy,Journaliste jeuxvideo.com,2005,08 mars 2005 à 18:00:00,14.5,32,https://jeuxvideo.com/articles/0000/00005152_test.htm
Astro Boy,GBA,15,Romendil,Journaliste jeuxvideo.com,2005,08 mars 2005 à 18:00:00,17.5,12,https://jeuxvideo.com/articles/0000/00005150_test.htm
Asphalt,DS,13,superpanda,Journaliste jeuxvideo.com,2005,08 mars 2005 à 18:00:00,14.4,41,https://jeuxvideo.com/articles/0000/00005148_test.htm
Ni.Bi.Ru,PC,14,superpanda,Journaliste jeuxvideo.com,2005,08 mars 2005 à 18:00:00,13.2,23,https://jeuxvideo.com/articles/0000/00005147_test.htm
Gran Turismo 4,PS2,18,Killy,Journaliste jeuxvideo.com,2005,07 mars 2005 à 18:00:00,17.7,472,https://jeuxvideo.com/articles/0000/00005146_test.htm
Constantine,PC,8,Jihem,Journaliste jeuxvideo.com,2005,07 mars 2005 à 18:00:00,12.1,7,https://jeuxvideo.com/articles/0000/00005145_test.htm
Un Voisin d'Enfer !,NGC,11,Dinowan,Journaliste jeuxvideo.com,2005,07 mars 2005 à 18:00:00,14.7,7,https://jeuxvideo.com/articles/0000/00005144_test.htm
Cocoto Kart Racer,PS2,12,Romendil,Journaliste jeuxvideo.com,2005,07 mars 2005 à 18:00:00,10.5,12,https://jeuxvideo.com/articles/0000/00005143_test.htm
Street Racing Syndicate,NGC,10,Killy,Journaliste jeuxvideo.com,2005,04 mars 2005 à 18:00:00,8.8,5,https://jeuxvideo.com/articles/0000/00005141_test.htm
Airborne Troops,PS2,7,Jihem,Journaliste jeuxvideo.com,2005,04 mars 2005 à 18:00:00,7.8,4,https://jeuxvideo.com/articles/0000/00005140_test.htm
Airborne Troops,PC,7,superpanda,Journaliste jeuxvideo.com,2005,04 mars 2005 à 18:00:00,11.7,7,https://jeuxvideo.com/articles/0000/00005139_test.htm
Project,PS2,14,Dinowan,Journaliste jeuxvideo.com,2005,04 mars 2005 à 18:00:00,15.2,20,https://jeuxvideo.com/articles/0000/00005138_test.htm
Oddworld,Xbox,17,Killy,Journaliste jeuxvideo.com,2005,03 mars 2005 à 18:00:00,18.2,97,https://jeuxvideo.com/articles/0000/00005137_test.htm
Playboy,Xbox,9,Jihem,Journaliste jeuxvideo.com,2005,02 mars 2005 à 18:00:00,15.8,6,https://jeuxvideo.com/articles/0000/00005135_test.htm
Playboy,PS2,9,Jihem,Journaliste jeuxvideo.com,2005,02 mars 2005 à 18:00:00,14.3,12,https://jeuxvideo.com/articles/0000/00005134_test.htm
Metal Gear Solid 3,PS2,19,Logan,Journaliste jeuxvideo.com,2005,02 mars 2005 à 18:00:00,18.8,626,https://jeuxvideo.com/articles/0000/00005133_test.htm
Cold Fear,Xbox,15,Romendil,Journaliste jeuxvideo.com,2005,02 mars 2005 à 18:00:00,15.4,27,https://jeuxvideo.com/articles/0000/00005132_test.htm
Cold Fear,PS2,15,Romendil,Journaliste jeuxvideo.com,2005,02 mars 2005 à 18:00:00,15.5,48,https://jeuxvideo.com/articles/0000/00005131_test.htm
Playboy,PC,9,superpanda,Journaliste jeuxvideo.com,2005,02 mars 2005 à 18:00:00,14.4,11,https://jeuxvideo.com/articles/0000/00005130_test.htm
Star Wars,Xbox,14,Jihem,Journaliste jeuxvideo.com,2005,01 mars 2005 à 18:00:00,17.8,53,https://jeuxvideo.com/articles/0000/00005129_test.htm
Ghost Master,Xbox,8,Jihem,Journaliste jeuxvideo.com,2005,01 mars 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00005128_test.htm
Star Wars,PC,11,Dinowan,Journaliste jeuxvideo.com,2005,01 mars 2005 à 18:00:00,16,176,https://jeuxvideo.com/articles/0000/00005127_test.htm
GTR,PC,16,Killy,Journaliste jeuxvideo.com,2005,28 février 2005 à 18:00:00,18.2,38,https://jeuxvideo.com/articles/0000/00005124_test.htm
Yu-Gi-Oh! Le Jour du Duelliste,GBA,13,Romendil,Journaliste jeuxvideo.com,2005,28 février 2005 à 18:00:00,14.8,12,https://jeuxvideo.com/articles/0000/00005123_test.htm
Teenage Mutant Ninja Turtles 2,PS2,7,Dinowan,Journaliste jeuxvideo.com,2005,28 février 2005 à 18:00:00,13,1,https://jeuxvideo.com/articles/0000/00005122_test.htm
Neo Contra,PS2,13,Logan,Journaliste jeuxvideo.com,2005,28 février 2005 à 18:00:00,15,3,https://jeuxvideo.com/articles/0000/00005120_test.htm
Altered Beast,PS2,8,Logan,Journaliste jeuxvideo.com,2005,25 février 2005 à 18:00:00,15,11,https://jeuxvideo.com/articles/0000/00005119_test.htm
Gotcha!,PC,12,Jihem,Journaliste jeuxvideo.com,2005,25 février 2005 à 18:00:00,15.3,9,https://jeuxvideo.com/articles/0000/00005118_test.htm
Emergency 3,PC,15,superpanda,Journaliste jeuxvideo.com,2005,25 février 2005 à 18:00:00,15,22,https://jeuxvideo.com/articles/0000/00005117_test.htm
Sentinel,PC,13,Jihem,Journaliste jeuxvideo.com,2005,24 février 2005 à 18:00:00,12.8,10,https://jeuxvideo.com/articles/0000/00005114_test.htm
Cops 2170,PC,8,Killy,Journaliste jeuxvideo.com,2005,24 février 2005 à 18:00:00,16,3,https://jeuxvideo.com/articles/0000/00005113_test.htm
Mario Power Tennis,NGC,17,Romendil,Journaliste jeuxvideo.com,2005,24 février 2005 à 18:00:00,16.9,158,https://jeuxvideo.com/articles/0000/00005112_test.htm
Samurai Warriors,PS2,13,Logan,Journaliste jeuxvideo.com,2005,24 février 2005 à 18:00:00,15.7,9,https://jeuxvideo.com/articles/0000/00005111_test.htm
Jimmy Neutron Un Garçon Génial,GBA,7,Killy,Journaliste jeuxvideo.com,2005,23 février 2005 à 18:00:00,12,3,https://jeuxvideo.com/articles/0000/00005110_test.htm
Power Rangers,NGC,9,Romendil,Journaliste jeuxvideo.com,2005,23 février 2005 à 18:00:00,13.5,8,https://jeuxvideo.com/articles/0000/00005108_test.htm
Power Rangers,PS2,9,Romendil,Journaliste jeuxvideo.com,2005,23 février 2005 à 18:00:00,10.8,9,https://jeuxvideo.com/articles/0000/00005107_test.htm
Suikoden IV,PS2,15,Killy,Journaliste jeuxvideo.com,2005,22 février 2005 à 18:00:00,14.7,59,https://jeuxvideo.com/articles/0000/00005105_test.htm
Bouge ! Avec Bob l'Eponge et ses Amis,PS2,10,Dinowan,Journaliste jeuxvideo.com,2005,22 février 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00005104_test.htm
Banjo Pilot,GBA,14,superpanda,Journaliste jeuxvideo.com,2005,22 février 2005 à 18:00:00,15.4,14,https://jeuxvideo.com/articles/0000/00005103_test.htm
Power Rangers,GBA,7,Romendil,Journaliste jeuxvideo.com,2005,22 février 2005 à 18:00:00,8.3,4,https://jeuxvideo.com/articles/0000/00005102_test.htm
Ace Combat 5,PS2,15,Killy,Journaliste jeuxvideo.com,2005,21 février 2005 à 18:00:00,17.3,98,https://jeuxvideo.com/articles/0000/00005100_test.htm
Nanobreaker,PS2,11,Romendil,Journaliste jeuxvideo.com,2005,21 février 2005 à 18:00:00,13.1,8,https://jeuxvideo.com/articles/0000/00005099_test.htm
Advance Guardian Heroes,GBA,9,Jihem,Journaliste jeuxvideo.com,2005,21 février 2005 à 18:00:00,14.2,18,https://jeuxvideo.com/articles/0000/00005098_test.htm
Yu-Gi-Oh! Capsule Monster Colisee,PS2,12,Romendil,Journaliste jeuxvideo.com,2005,21 février 2005 à 18:00:00,16.2,10,https://jeuxvideo.com/articles/0000/00005097_test.htm
Psi-Ops,PC,14,Dinowan,Journaliste jeuxvideo.com,2005,21 février 2005 à 18:00:00,15.4,5,https://jeuxvideo.com/articles/0000/00005096_test.htm
Joint Operations,PC,15,superpanda,Journaliste jeuxvideo.com,2005,21 février 2005 à 18:00:00,17.4,5,https://jeuxvideo.com/articles/0000/00005095_test.htm
Outlaw Golf 2,PS2,13,Killy,Journaliste jeuxvideo.com,2005,21 février 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00005094_test.htm
Scrapland,PC,14,Jihem,Journaliste jeuxvideo.com,2005,18 février 2005 à 18:00:00,16,22,https://jeuxvideo.com/articles/0000/00005093_test.htm
Mega Man X8,PS2,12,Killy,Journaliste jeuxvideo.com,2005,18 février 2005 à 18:00:00,15.5,13,https://jeuxvideo.com/articles/0000/00005092_test.htm
Intellivision Lives !,PS2,9,Dinowan,Journaliste jeuxvideo.com,2005,18 février 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00005091_test.htm
Forgotten Realms,PC,16,Romendil,Journaliste jeuxvideo.com,2005,18 février 2005 à 18:00:00,13.7,18,https://jeuxvideo.com/articles/0000/00005090_test.htm
Pro Rugby Manager 2005,PC,15,superpanda,Journaliste jeuxvideo.com,2005,18 février 2005 à 18:00:00,15,13,https://jeuxvideo.com/articles/0000/00005089_test.htm
Mercenaries,PS2,17,Jihem,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,17.7,73,https://jeuxvideo.com/articles/0000/00005088_test.htm
Mercenaries,Xbox,17,Jihem,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,18,36,https://jeuxvideo.com/articles/0000/00005087_test.htm
Capcom Fighting Jam,PS2,10,Killy,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,8.5,10,https://jeuxvideo.com/articles/0000/00005086_test.htm
Dead or Alive Ultimate,Xbox,16,Romendil,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,17.5,49,https://jeuxvideo.com/articles/0000/00005085_test.htm
Gun Metal,PC,9,Dinowan,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,10.3,13,https://jeuxvideo.com/articles/0000/00005084_test.htm
Kao the Kangaroo,NGC,12,superpanda,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,13.3,3,https://jeuxvideo.com/articles/0000/00005083_test.htm
Total Challenge,PC,12,superpanda,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00005082_test.htm
NBA Street V3,NGC,17,Logan,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,16.8,26,https://jeuxvideo.com/articles/0000/00005081_test.htm
NBA Street V3,Xbox,17,Logan,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,18.9,15,https://jeuxvideo.com/articles/0000/00005080_test.htm
NBA Street V3,PS2,17,Logan,Journaliste jeuxvideo.com,2005,17 février 2005 à 18:00:00,18,41,https://jeuxvideo.com/articles/0000/00005079_test.htm
Constantine,Xbox,9,Dinowan,Journaliste jeuxvideo.com,2005,16 février 2005 à 18:00:00,14.1,7,https://jeuxvideo.com/articles/0000/00005078_test.htm
Constantine,PS2,9,Dinowan,Journaliste jeuxvideo.com,2005,16 février 2005 à 18:00:00,8.3,15,https://jeuxvideo.com/articles/0000/00005077_test.htm
The Settlers,PC,12,superpanda,Journaliste jeuxvideo.com,2005,16 février 2005 à 18:00:00,13.6,44,https://jeuxvideo.com/articles/0000/00005076_test.htm
Les Experts,PC,13,Logan,Journaliste jeuxvideo.com,2005,15 février 2005 à 18:00:00,13.3,14,https://jeuxvideo.com/articles/0000/00005075_test.htm
Camera Cafe,PC,9,Dinowan,Journaliste jeuxvideo.com,2005,15 février 2005 à 18:00:00,10.6,22,https://jeuxvideo.com/articles/0000/00005074_test.htm
Furry Tales,PS2,12,superpanda,Journaliste jeuxvideo.com,2005,15 février 2005 à 18:00:00,15,4,https://jeuxvideo.com/articles/0000/00005072_test.htm
Alida,PC,10,Jihem,Journaliste jeuxvideo.com,2005,14 février 2005 à 18:00:00,16.6,14,https://jeuxvideo.com/articles/0000/00005071_test.htm
Star Wars Knights of the Old Republic II,PC,15,Dinowan,Journaliste jeuxvideo.com,2005,14 février 2005 à 18:00:00,16.4,263,https://jeuxvideo.com/articles/0000/00005070_test.htm
Bob l'Eponge,GBA,8,Logan,Journaliste jeuxvideo.com,2005,14 février 2005 à 18:00:00,12.9,8,https://jeuxvideo.com/articles/0000/00005069_test.htm
World of Warcraft (wow),PC,18,superpanda,Journaliste jeuxvideo.com,2005,14 février 2005 à 18:00:00,16.6,1085,https://jeuxvideo.com/articles/0000/00005068_test.htm
Star Wars Knights of the Old Republic II,Xbox,15,Jihem,Journaliste jeuxvideo.com,2005,11 février 2005 à 18:00:00,17.4,95,https://jeuxvideo.com/articles/0000/00005067_test.htm
The House of the Dead III,PC,14,Killy,Journaliste jeuxvideo.com,2005,11 février 2005 à 18:00:00,14.3,12,https://jeuxvideo.com/articles/0000/00005066_test.htm
Forgotten Realms,Xbox,16,Dinowan,Journaliste jeuxvideo.com,2005,11 février 2005 à 18:00:00,17,3,https://jeuxvideo.com/articles/0000/00005064_test.htm
The King of Fighters,PS2,14,Killy,Journaliste jeuxvideo.com,2005,10 février 2005 à 18:00:00,13.9,24,https://jeuxvideo.com/articles/0000/00005063_test.htm
Legend of Kay,PS2,14,Romendil,Journaliste jeuxvideo.com,2005,10 février 2005 à 18:00:00,16.7,35,https://jeuxvideo.com/articles/0000/00005062_test.htm
Hearts of Iron II,PC,16,superpanda,Journaliste jeuxvideo.com,2005,10 février 2005 à 18:00:00,17.6,22,https://jeuxvideo.com/articles/0000/00005061_test.htm
Blood Will Tell,PS2,12,Logan,Journaliste jeuxvideo.com,2005,10 février 2005 à 18:00:00,16.2,15,https://jeuxvideo.com/articles/0000/00005060_test.htm
Bob l'Eponge,NGC,11,Jihem,Journaliste jeuxvideo.com,2005,09 février 2005 à 18:00:00,15.5,16,https://jeuxvideo.com/articles/0000/00005058_test.htm
Bob l'Eponge,Xbox,11,Jihem,Journaliste jeuxvideo.com,2005,09 février 2005 à 18:00:00,17.3,4,https://jeuxvideo.com/articles/0000/00005057_test.htm
Bob l'Eponge,PS2,11,Jihem,Journaliste jeuxvideo.com,2005,09 février 2005 à 18:00:00,15,30,https://jeuxvideo.com/articles/0000/00005056_test.htm
Ski Racing 2005 featuring Hermann Maier,Xbox,12,superpanda,Journaliste jeuxvideo.com,2005,09 février 2005 à 18:00:00,16.3,4,https://jeuxvideo.com/articles/0000/00005054_test.htm
Ski Racing 2005 featuring Hermann Maier,PS2,12,superpanda,Journaliste jeuxvideo.com,2005,09 février 2005 à 18:00:00,13.7,7,https://jeuxvideo.com/articles/0000/00005053_test.htm
Phantom Brave,PS2,18,Killy,Journaliste jeuxvideo.com,2005,08 février 2005 à 18:00:00,16.5,43,https://jeuxvideo.com/articles/0000/00005051_test.htm
Ski Racing 2005 featuring Hermann Maier,PC,12,Dinowan,Journaliste jeuxvideo.com,2005,08 février 2005 à 18:00:00,14.3,4,https://jeuxvideo.com/articles/0000/00005050_test.htm
DK,GBA,14,Romendil,Journaliste jeuxvideo.com,2005,08 février 2005 à 18:00:00,16,9,https://jeuxvideo.com/articles/0000/00005049_test.htm
City of Heroes,PC,15,superpanda,Journaliste jeuxvideo.com,2005,08 février 2005 à 18:00:00,17.1,54,https://jeuxvideo.com/articles/0000/00005048_test.htm
Robotech,Xbox,13,Killy,Journaliste jeuxvideo.com,2005,08 février 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00005047_test.htm
Second Sight,PC,12,Dinowan,Journaliste jeuxvideo.com,2005,07 février 2005 à 18:00:00,15.5,26,https://jeuxvideo.com/articles/0000/00005046_test.htm
Otogi 2,Xbox,16,Romendil,Journaliste jeuxvideo.com,2005,07 février 2005 à 18:00:00,16,16,https://jeuxvideo.com/articles/0000/00005045_test.htm
Sonic Mega Collection Plus,Xbox,11,Killy,Journaliste jeuxvideo.com,2005,04 février 2005 à 18:00:00,15,10,https://jeuxvideo.com/articles/0000/00005044_test.htm
Sonic Mega Collection Plus,PS2,11,Killy,Journaliste jeuxvideo.com,2005,04 février 2005 à 18:00:00,16.5,37,https://jeuxvideo.com/articles/0000/00005043_test.htm
Astro Boy,PS2,6,Romendil,Journaliste jeuxvideo.com,2005,04 février 2005 à 18:00:00,14.3,7,https://jeuxvideo.com/articles/0000/00005042_test.htm
Bob l'Eponge,PC,12,Dinowan,Journaliste jeuxvideo.com,2005,04 février 2005 à 18:00:00,15.5,24,https://jeuxvideo.com/articles/0000/00005041_test.htm
UEFA Champions League 2004-2005,Xbox,9,superpanda,Journaliste jeuxvideo.com,2005,04 février 2005 à 18:00:00,14.5,4,https://jeuxvideo.com/articles/0000/00005040_test.htm
UEFA Champions League 2004-2005,NGC,9,superpanda,Journaliste jeuxvideo.com,2005,04 février 2005 à 18:00:00,14.7,15,https://jeuxvideo.com/articles/0000/00005039_test.htm
UEFA Champions League 2004-2005,PS2,9,superpanda,Journaliste jeuxvideo.com,2005,04 février 2005 à 18:00:00,13.4,13,https://jeuxvideo.com/articles/0000/00005038_test.htm
Shadow of Rome,PS2,15,Logan,Journaliste jeuxvideo.com,2005,04 février 2005 à 18:00:00,17.2,67,https://jeuxvideo.com/articles/0000/00005037_test.htm
Outlaw Golf 2,Xbox,13,Killy,Journaliste jeuxvideo.com,2005,03 février 2005 à 18:00:00,15,1,https://jeuxvideo.com/articles/0000/00005036_test.htm
Donkey Kong Jungle Beat,NGC,15,Romendil,Journaliste jeuxvideo.com,2005,03 février 2005 à 18:00:00,17.2,63,https://jeuxvideo.com/articles/0000/00005035_test.htm
Majestic Chess,PC,12,reno,Journaliste jeuxvideo.com,2005,03 février 2005 à 18:00:00,15.5,2,https://jeuxvideo.com/articles/0000/00005034_test.htm
The Chronicles of Riddick,PC,18,Dinowan,Journaliste jeuxvideo.com,2005,03 février 2005 à 18:00:00,17.4,78,https://jeuxvideo.com/articles/0000/00005033_test.htm
Immortal Cities,PC,14,superpanda,Journaliste jeuxvideo.com,2005,03 février 2005 à 18:00:00,14.8,16,https://jeuxvideo.com/articles/0000/00005032_test.htm
Kao the Kangaroo,Xbox,12,superpanda,Journaliste jeuxvideo.com,2005,03 février 2005 à 18:00:00,14,1,https://jeuxvideo.com/articles/0000/00005031_test.htm
UEFA Champions League 2004-2005,PC,9,Killy,Journaliste jeuxvideo.com,2005,02 février 2005 à 18:00:00,13.7,9,https://jeuxvideo.com/articles/0000/00005030_test.htm
ESPN NFL 2K5,PS2,16,Jihem,Journaliste jeuxvideo.com,2005,02 février 2005 à 18:00:00,18.6,8,https://jeuxvideo.com/articles/0000/00005029_test.htm
ESPN NFL 2K5,Xbox,16,Jihem,Journaliste jeuxvideo.com,2005,02 février 2005 à 18:00:00,18,2,https://jeuxvideo.com/articles/0000/00005028_test.htm
ESPN NHL 2K5,PS2,16,Dinowan,Journaliste jeuxvideo.com,2005,02 février 2005 à 18:00:00,17.2,5,https://jeuxvideo.com/articles/0000/00005027_test.htm
ESPN NHL 2K5,Xbox,16,Dinowan,Journaliste jeuxvideo.com,2005,02 février 2005 à 18:00:00,17.8,5,https://jeuxvideo.com/articles/0000/00005026_test.htm
Robotech,PS2,12,Killy,Journaliste jeuxvideo.com,2005,01 février 2005 à 18:00:00,13.5,4,https://jeuxvideo.com/articles/0000/00005024_test.htm
Kao the Kangaroo,PS2,12,superpanda,Journaliste jeuxvideo.com,2005,01 février 2005 à 18:00:00,15.8,8,https://jeuxvideo.com/articles/0000/00005023_test.htm
ESPN NBA 2K5,Xbox,15,Logan,Journaliste jeuxvideo.com,2005,01 février 2005 à 18:00:00,17.6,5,https://jeuxvideo.com/articles/0000/00005022_test.htm
ESPN NBA 2K5,PS2,15,Logan,Journaliste jeuxvideo.com,2005,01 février 2005 à 18:00:00,15.8,26,https://jeuxvideo.com/articles/0000/00005021_test.htm
X-Men Legends,NGAGE,9,Killy,Journaliste jeuxvideo.com,2005,31 janvier 2005 à 18:00:00,13,2,https://jeuxvideo.com/articles/0000/00005020_test.htm
Most Wanted,PS2,7,Jihem,Journaliste jeuxvideo.com,2005,31 janvier 2005 à 18:00:00,8.5,10,https://jeuxvideo.com/articles/0000/00005019_test.htm
Sudden Strike,PC,15,Killy,Journaliste jeuxvideo.com,2005,28 janvier 2005 à 18:00:00,14.4,5,https://jeuxvideo.com/articles/0000/00005018_test.htm
Kao the Kangaroo,PC,12,Jihem,Journaliste jeuxvideo.com,2005,28 janvier 2005 à 18:00:00,15.7,7,https://jeuxvideo.com/articles/0000/00005017_test.htm
The Suffering,PC,10,Dinowan,Journaliste jeuxvideo.com,2005,28 janvier 2005 à 18:00:00,15.3,12,https://jeuxvideo.com/articles/0000/00005016_test.htm
King Arthur,NGC,10,Jihem,Journaliste jeuxvideo.com,2005,27 janvier 2005 à 18:00:00,12,3,https://jeuxvideo.com/articles/0000/00005013_test.htm
King Arthur,Xbox,10,Jihem,Journaliste jeuxvideo.com,2005,27 janvier 2005 à 18:00:00,16,3,https://jeuxvideo.com/articles/0000/00005012_test.htm
King Arthur,PS2,10,Jihem,Journaliste jeuxvideo.com,2005,27 janvier 2005 à 18:00:00,15.2,9,https://jeuxvideo.com/articles/0000/00005011_test.htm
Ford Racing 3,PC,11,superpanda,Journaliste jeuxvideo.com,2005,26 janvier 2005 à 18:00:00,13.4,13,https://jeuxvideo.com/articles/0000/00005008_test.htm
Project Zero II,Xbox,17,Romendil,Journaliste jeuxvideo.com,2005,26 janvier 2005 à 18:00:00,18.7,15,https://jeuxvideo.com/articles/0000/00005007_test.htm
Armies of Exigo,PC,13,superpanda,Journaliste jeuxvideo.com,2005,25 janvier 2005 à 18:00:00,16.2,23,https://jeuxvideo.com/articles/0000/00005005_test.htm
Ghost Master,PS2,8,Jihem,Journaliste jeuxvideo.com,2005,24 janvier 2005 à 18:00:00,12,4,https://jeuxvideo.com/articles/0000/00005004_test.htm
Star Wolves,PC,14,superpanda,Journaliste jeuxvideo.com,2005,24 janvier 2005 à 18:00:00,15.7,7,https://jeuxvideo.com/articles/0000/00005003_test.htm
Rumble Roses,PS2,10,Jihem,Journaliste jeuxvideo.com,2005,21 janvier 2005 à 18:00:00,11.5,13,https://jeuxvideo.com/articles/0000/00005000_test.htm
Syberia II,PS2,16,superpanda,Journaliste jeuxvideo.com,2005,20 janvier 2005 à 18:00:00,17.4,5,https://jeuxvideo.com/articles/0000/00004995_test.htm
I-Ninja,PC,14,Jihem,Journaliste jeuxvideo.com,2005,19 janvier 2005 à 18:00:00,19.3,4,https://jeuxvideo.com/articles/0000/00004994_test.htm
Ford Racing 3,Xbox,11,superpanda,Journaliste jeuxvideo.com,2005,19 janvier 2005 à 18:00:00,13,1,https://jeuxvideo.com/articles/0000/00004993_test.htm
Ford Racing 3,PS2,11,superpanda,Journaliste jeuxvideo.com,2005,19 janvier 2005 à 18:00:00,11.5,10,https://jeuxvideo.com/articles/0000/00004992_test.htm
Midnight Nowhere,PC,10,Killy,Journaliste jeuxvideo.com,2005,18 janvier 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00004991_test.htm
X'Treme Roller,PS1,6,superpanda,Journaliste jeuxvideo.com,2005,18 janvier 2005 à 18:00:00,4,2,https://jeuxvideo.com/articles/0000/00004990_test.htm
The King of Fighters,NGAGE,8,Logan,Journaliste jeuxvideo.com,2005,17 janvier 2005 à 18:00:00,16.3,4,https://jeuxvideo.com/articles/0000/00004989_test.htm
