titre,console,note_testeur,nom_testeur,statut_testeur,year,date_test,note_lecteur,nombre_testeur,url
Roland Garros 2005 powered by Smash Court Tennis,PS2,16,Romendil,Journaliste jeuxvideo.com,2005,11 mai 2005 à 18:00:00,16.2,53,https://jeuxvideo.com/articles/0000/00005356_test.htm
WWE Aftershock,NGAGE,8,Dinowan,Journaliste jeuxvideo.com,2005,11 mai 2005 à 18:00:00,0.5,2,https://jeuxvideo.com/articles/0000/00005355_test.htm
Haunting Ground,PS2,15,Killy,Journaliste jeuxvideo.com,2005,10 mai 2005 à 18:00:00,16.8,57,https://jeuxvideo.com/articles/0000/00005354_test.htm
DRIV3R,PC,8,Jihem,Journaliste jeuxvideo.com,2005,10 mai 2005 à 18:00:00,11.2,72,https://jeuxvideo.com/articles/0000/00005353_test.htm
Star Wars Episode III,DS,12,Dinowan,Journaliste jeuxvideo.com,2005,10 mai 2005 à 18:00:00,14.1,59,https://jeuxvideo.com/articles/0000/00005352_test.htm
Street Racing Syndicate,Xbox,10,Killy,Journaliste jeuxvideo.com,2005,09 mai 2005 à 18:00:00,15.5,4,https://jeuxvideo.com/articles/0000/00005348_test.htm
Motocross Mania 3,PS2,8,Killy,Journaliste jeuxvideo.com,2005,09 mai 2005 à 18:00:00,14.4,5,https://jeuxvideo.com/articles/0000/00005347_test.htm
Street Racing Syndicate,PS2,10,Killy,Journaliste jeuxvideo.com,2005,09 mai 2005 à 18:00:00,16.5,10,https://jeuxvideo.com/articles/0000/00005346_test.htm
Pariah,PC,12,superpanda,Journaliste jeuxvideo.com,2005,09 mai 2005 à 18:00:00,11.7,22,https://jeuxvideo.com/articles/0000/00005345_test.htm
Kingdom Hearts,GBA,15,Killy,Journaliste jeuxvideo.com,2005,06 mai 2005 à 18:00:00,17.2,179,https://jeuxvideo.com/articles/0000/00005343_test.htm
Pariah,Xbox,14,Romendil,Journaliste jeuxvideo.com,2005,06 mai 2005 à 18:00:00,13.4,26,https://jeuxvideo.com/articles/0000/00005342_test.htm
Star Wars Episode III,Xbox,12,Logan,Journaliste jeuxvideo.com,2005,06 mai 2005 à 18:00:00,16,55,https://jeuxvideo.com/articles/0000/00005341_test.htm
Star Wars Episode III,PS2,12,Logan,Journaliste jeuxvideo.com,2005,06 mai 2005 à 18:00:00,15.6,222,https://jeuxvideo.com/articles/0000/00005340_test.htm
Motocross Mania 3,Xbox,8,Killy,Journaliste jeuxvideo.com,2005,04 mai 2005 à 18:00:00,4.7,3,https://jeuxvideo.com/articles/0000/00005339_test.htm
Spy vs Spy,Xbox,9,superpanda,Journaliste jeuxvideo.com,2005,04 mai 2005 à 18:00:00,16.5,4,https://jeuxvideo.com/articles/0000/00005337_test.htm
Spy vs Spy,PS2,9,superpanda,Journaliste jeuxvideo.com,2005,04 mai 2005 à 18:00:00,14.5,18,https://jeuxvideo.com/articles/0000/00005336_test.htm
Fritz & Bianca,PC,15,reno,Journaliste jeuxvideo.com,2005,04 mai 2005 à 18:00:00,16.5,4,https://jeuxvideo.com/articles/0000/00005338_test.htm
Tenchu,PS2,14,Killy,Journaliste jeuxvideo.com,2005,03 mai 2005 à 18:00:00,15.4,43,https://jeuxvideo.com/articles/0000/00005335_test.htm
Yoshi Touch & Go,DS,15,Romendil,Journaliste jeuxvideo.com,2005,03 mai 2005 à 18:00:00,14.2,91,https://jeuxvideo.com/articles/0000/00005334_test.htm
Aces of War,PS2,6,superpanda,Journaliste jeuxvideo.com,2005,03 mai 2005 à 18:00:00,3.8,4,https://jeuxvideo.com/articles/0000/00005333_test.htm
Close Combat,Xbox,10,superpanda,Journaliste jeuxvideo.com,2005,02 mai 2005 à 18:00:00,10,9,https://jeuxvideo.com/articles/0000/00005331_test.htm
Enthusia Professional Racing,PS2,13,Killy,Journaliste jeuxvideo.com,2005,02 mai 2005 à 18:00:00,16.1,25,https://jeuxvideo.com/articles/0000/00005330_test.htm
Kessen III,PS2,15,Logan,Journaliste jeuxvideo.com,2005,02 mai 2005 à 18:00:00,17.1,24,https://jeuxvideo.com/articles/0000/00005329_test.htm
SVC Chaos,Xbox,9,Logan,Journaliste jeuxvideo.com,2005,29 avril 2005 à 18:00:00,14.1,8,https://jeuxvideo.com/articles/0000/00005328_test.htm
SVC Chaos,PS2,9,Killy,Journaliste jeuxvideo.com,2005,29 avril 2005 à 18:00:00,10.5,21,https://jeuxvideo.com/articles/0000/00005327_test.htm
StarFox,NGC,14,Romendil,Journaliste jeuxvideo.com,2005,29 avril 2005 à 18:00:00,15.9,120,https://jeuxvideo.com/articles/0000/00005326_test.htm
Close Combat,PC,10,Dinowan,Journaliste jeuxvideo.com,2005,29 avril 2005 à 18:00:00,9,8,https://jeuxvideo.com/articles/0000/00005325_test.htm
Guild Wars,PC,17,superpanda,Journaliste jeuxvideo.com,2005,29 avril 2005 à 18:00:00,17.9,434,https://jeuxvideo.com/articles/0000/00005324_test.htm
Project Freedom,PC,11,Jihem,Journaliste jeuxvideo.com,2005,28 avril 2005 à 18:00:00,15.3,6,https://jeuxvideo.com/articles/0000/00005321_test.htm
Robots,PS2,8,Romendil,Journaliste jeuxvideo.com,2005,28 avril 2005 à 18:00:00,11.9,9,https://jeuxvideo.com/articles/0000/00005320_test.htm
Yetisports World Tour,PS1,5,la_redaction,Journaliste jeuxvideo.com,2005,27 avril 2005 à 18:00:00,4.4,8,https://jeuxvideo.com/articles/0000/00005316_test.htm
Freedom Force vs the 3rd Reich,PC,15,superpanda,Journaliste jeuxvideo.com,2005,27 avril 2005 à 18:00:00,14.3,15,https://jeuxvideo.com/articles/0000/00005315_test.htm
LEGO Star Wars,GBA,10,Killy,Journaliste jeuxvideo.com,2005,26 avril 2005 à 18:00:00,15.6,34,https://jeuxvideo.com/articles/0000/00005313_test.htm
Spikeout Battle Street,Xbox,7,Jihem,Journaliste jeuxvideo.com,2005,26 avril 2005 à 18:00:00,10.3,12,https://jeuxvideo.com/articles/0000/00005312_test.htm
Smash up Derby,PC,7,Romendil,Journaliste jeuxvideo.com,2005,26 avril 2005 à 18:00:00,9.3,3,https://jeuxvideo.com/articles/0000/00005311_test.htm
Terrorist Takedown,PC,5,superpanda,Journaliste jeuxvideo.com,2005,26 avril 2005 à 18:00:00,12.7,3,https://jeuxvideo.com/articles/0000/00005310_test.htm
MX vs ATV Unleashed,PS2,12,Killy,Journaliste jeuxvideo.com,2005,25 avril 2005 à 18:00:00,17.3,22,https://jeuxvideo.com/articles/0000/00005308_test.htm
Yoshi's Universal Gravitation,GBA,14,Romendil,Journaliste jeuxvideo.com,2005,25 avril 2005 à 18:00:00,15.7,29,https://jeuxvideo.com/articles/0000/00005307_test.htm
Wings of Honour,PC,10,Jihem,Journaliste jeuxvideo.com,2005,25 avril 2005 à 18:00:00,12,1,https://jeuxvideo.com/articles/0000/00005306_test.htm
Stalingrad,PC,10,superpanda,Journaliste jeuxvideo.com,2005,25 avril 2005 à 18:00:00,12.3,3,https://jeuxvideo.com/articles/0000/00005305_test.htm
Empire Earth II,PC,15,superpanda,Journaliste jeuxvideo.com,2005,25 avril 2005 à 18:00:00,14.7,96,https://jeuxvideo.com/articles/0000/00005304_test.htm
LEGO Star Wars,Xbox,8,Jihem,Journaliste jeuxvideo.com,2005,22 avril 2005 à 18:00:00,16.1,23,https://jeuxvideo.com/articles/0000/00005303_test.htm
LEGO Star Wars,PS2,8,Jihem,Journaliste jeuxvideo.com,2005,22 avril 2005 à 18:00:00,15.5,115,https://jeuxvideo.com/articles/0000/00005302_test.htm
LEGO Star Wars,PC,10,Dinowan,Journaliste jeuxvideo.com,2005,22 avril 2005 à 18:00:00,15.4,107,https://jeuxvideo.com/articles/0000/00005301_test.htm
Stronghold 2,PC,12,superpanda,Journaliste jeuxvideo.com,2005,22 avril 2005 à 18:00:00,14.2,122,https://jeuxvideo.com/articles/0000/00005300_test.htm
Jade Empire,Xbox,17,Killy,Journaliste jeuxvideo.com,2005,22 avril 2005 à 18:00:00,17.6,71,https://jeuxvideo.com/articles/0000/00005299_test.htm
Midnight Club 3,PS2,14,Killy,Journaliste jeuxvideo.com,2005,20 avril 2005 à 18:00:00,16.9,86,https://jeuxvideo.com/articles/0000/00005293_test.htm
Ys,PS2,14,Killy,Journaliste jeuxvideo.com,2005,20 avril 2005 à 18:00:00,16.2,24,https://jeuxvideo.com/articles/0000/00005292_test.htm
Unreal Championship 2,Xbox,17,Dinowan,Journaliste jeuxvideo.com,2005,19 avril 2005 à 18:00:00,18.8,23,https://jeuxvideo.com/articles/0000/00005291_test.htm
The Matrix Online,PC,10,superpanda,Journaliste jeuxvideo.com,2005,19 avril 2005 à 18:00:00,11.9,27,https://jeuxvideo.com/articles/0000/00005290_test.htm
World Snooker Championship 2005,PS2,13,Killy,Journaliste jeuxvideo.com,2005,19 avril 2005 à 18:00:00,15,1,https://jeuxvideo.com/articles/0000/00005289_test.htm
The Roots,NGAGE,9,Killy,Journaliste jeuxvideo.com,2005,18 avril 2005 à 18:00:00,18.4,5,https://jeuxvideo.com/articles/0000/00005288_test.htm
Room Zoom,Xbox,7,Logan,Journaliste jeuxvideo.com,2005,18 avril 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00005287_test.htm
Ghost in the Shell,PS2,11,Logan,Journaliste jeuxvideo.com,2005,18 avril 2005 à 18:00:00,12.7,22,https://jeuxvideo.com/articles/0000/00005286_test.htm
Midnight Club 3,Xbox,14,Killy,Journaliste jeuxvideo.com,2005,15 avril 2005 à 18:00:00,16.9,34,https://jeuxvideo.com/articles/0000/00005285_test.htm
World Snooker Championship 2005,PC,14,Jihem,Journaliste jeuxvideo.com,2005,15 avril 2005 à 18:00:00,16,2,https://jeuxvideo.com/articles/0000/00005284_test.htm
Cossacks II,PC,16,superpanda,Journaliste jeuxvideo.com,2005,15 avril 2005 à 18:00:00,16.5,86,https://jeuxvideo.com/articles/0000/00005283_test.htm
World Snooker Championship 2005,Xbox,13,Logan,Journaliste jeuxvideo.com,2005,14 avril 2005 à 18:00:00,14,1,https://jeuxvideo.com/articles/0000/00005282_test.htm
Shredder 8,PC,18,reno,Journaliste jeuxvideo.com,2005,14 avril 2005 à 18:00:00,16.3,4,https://jeuxvideo.com/articles/0000/00005280_test.htm
Panzer Front Ausf.B,PS2,4,Killy,Journaliste jeuxvideo.com,2005,13 avril 2005 à 18:00:00,9,14,https://jeuxvideo.com/articles/0000/00005277_test.htm
Puyo Pop Fever,GBA,15,superpanda,Journaliste jeuxvideo.com,2005,13 avril 2005 à 18:00:00,17.3,3,https://jeuxvideo.com/articles/0000/00005275_test.htm
Still Life,Xbox,15,Jihem,Journaliste jeuxvideo.com,2005,12 avril 2005 à 18:00:00,16.3,8,https://jeuxvideo.com/articles/0000/00005273_test.htm
Still Life,PC,15,Jihem,Journaliste jeuxvideo.com,2005,12 avril 2005 à 18:00:00,15.8,61,https://jeuxvideo.com/articles/0000/00005272_test.htm
Gotcha!,Xbox,9,Dinowan,Journaliste jeuxvideo.com,2005,12 avril 2005 à 18:00:00,10.5,2,https://jeuxvideo.com/articles/0000/00005271_test.htm
Room Zoom,PC,6,Jihem,Journaliste jeuxvideo.com,2005,08 avril 2005 à 18:00:00,1,1,https://jeuxvideo.com/articles/0000/00005270_test.htm
GunGriffon,Xbox,10,Romendil,Journaliste jeuxvideo.com,2005,08 avril 2005 à 18:00:00,16,1,https://jeuxvideo.com/articles/0000/00005269_test.htm
Room Zoom,PS2,7,Logan,Journaliste jeuxvideo.com,2005,08 avril 2005 à 18:00:00,1.3,3,https://jeuxvideo.com/articles/0000/00005268_test.htm
Doom 3,surrection of Evil PC,14,Dinowan,Journaliste jeuxvideo.com,2005,08 avril 2005 à 18:00:00,15.8,37,https://jeuxvideo.com/articles/0000/00005267_test.htm
Doom 3,Xbox,16,superpanda,Journaliste jeuxvideo.com,2005,08 avril 2005 à 18:00:00,17.2,87,https://jeuxvideo.com/articles/0000/00005266_test.htm
Les Désastreuses Aventures des Orphelins Baudelaire,PC,10,Jihem,Journaliste jeuxvideo.com,2005,07 avril 2005 à 18:00:00,14.2,6,https://jeuxvideo.com/articles/0000/00005265_test.htm
Dark Age of Camelot,PC,15,superpanda,Journaliste jeuxvideo.com,2005,07 avril 2005 à 18:00:00,16.4,8,https://jeuxvideo.com/articles/0000/00005263_test.htm
Robots,PC,9,Killy,Journaliste jeuxvideo.com,2005,06 avril 2005 à 18:00:00,8,6,https://jeuxvideo.com/articles/0000/00005262_test.htm
Frontal Attack 1,PC,14,Jihem,Journaliste jeuxvideo.com,2005,06 avril 2005 à 18:00:00,8,1,https://jeuxvideo.com/articles/0000/00005261_test.htm
Worms World Party,NGAGE,11,Romendil,Journaliste jeuxvideo.com,2005,06 avril 2005 à 18:00:00,17.2,5,https://jeuxvideo.com/articles/0000/00005260_test.htm
TrackMania Sunrise,PC,17,Jihem,Journaliste jeuxvideo.com,2005,05 avril 2005 à 18:00:00,18.2,73,https://jeuxvideo.com/articles/0000/00005258_test.htm
Robots,GBA,6,Romendil,Journaliste jeuxvideo.com,2005,05 avril 2005 à 18:00:00,6.7,6,https://jeuxvideo.com/articles/0000/00005257_test.htm
SWAT 4,PC,17,Dinowan,Journaliste jeuxvideo.com,2005,05 avril 2005 à 18:00:00,17.3,153,https://jeuxvideo.com/articles/0000/00005256_test.htm
Stolen,PC,8,Killy,Journaliste jeuxvideo.com,2005,04 avril 2005 à 18:00:00,6.5,6,https://jeuxvideo.com/articles/0000/00005252_test.htm
Splinter Cell Chaos Theory,NGC,17,Jihem,Journaliste jeuxvideo.com,2005,04 avril 2005 à 18:00:00,17.8,50,https://jeuxvideo.com/articles/0000/00005251_test.htm
CT Special Forces,Xbox,7,Jihem,Journaliste jeuxvideo.com,2005,04 avril 2005 à 18:00:00,13.7,3,https://jeuxvideo.com/articles/0000/00005250_test.htm
CT Special Forces,PS2,7,Jihem,Journaliste jeuxvideo.com,2005,04 avril 2005 à 18:00:00,11.8,10,https://jeuxvideo.com/articles/0000/00005249_test.htm
CT Special Forces,PC,5,Dinowan,Journaliste jeuxvideo.com,2005,04 avril 2005 à 18:00:00,15,4,https://jeuxvideo.com/articles/0000/00005248_test.htm
RPM Tuning,PC,7,Romendil,Journaliste jeuxvideo.com,2005,04 avril 2005 à 18:00:00,11.9,8,https://jeuxvideo.com/articles/0000/00005247_test.htm
Robots,NGC,8,Romendil,Journaliste jeuxvideo.com,2005,01 avril 2005 à 18:00:00,11.5,2,https://jeuxvideo.com/articles/0000/00005246_test.htm
L'Entraîneur 5,PC,15,Jihem,Journaliste jeuxvideo.com,2005,01 avril 2005 à 18:00:00,7.2,42,https://jeuxvideo.com/articles/0000/00005245_test.htm
Project,PC,12,Killy,Journaliste jeuxvideo.com,2005,01 avril 2005 à 18:00:00,16,18,https://jeuxvideo.com/articles/0000/00005244_test.htm
Tak 2,GBA,11,Killy,Journaliste jeuxvideo.com,2005,31 mars 2005 à 18:00:00,18,1,https://jeuxvideo.com/articles/0000/00005243_test.htm
EyeToy,PS2,13,Jihem,Journaliste jeuxvideo.com,2005,31 mars 2005 à 18:00:00,15.1,9,https://jeuxvideo.com/articles/0000/00005242_test.htm
Street Racing Syndicate,PC,10,Romendil,Journaliste jeuxvideo.com,2005,31 mars 2005 à 18:00:00,14.2,17,https://jeuxvideo.com/articles/0000/00005241_test.htm
Splinter Cell Chaos Theory,NGAGE,14,Killy,Journaliste jeuxvideo.com,2005,30 mars 2005 à 18:00:00,16.3,11,https://jeuxvideo.com/articles/0000/00005240_test.htm
Greg Hasting's Tournament Paintball,Xbox,12,Dinowan,Journaliste jeuxvideo.com,2005,30 mars 2005 à 18:00:00,15.9,10,https://jeuxvideo.com/articles/0000/00005239_test.htm
Stolen,PS2,11,Romendil,Journaliste jeuxvideo.com,2005,30 mars 2005 à 18:00:00,14.5,10,https://jeuxvideo.com/articles/0000/00005238_test.htm
Tak 2,Xbox,14,Romendil,Journaliste jeuxvideo.com,2005,30 mars 2005 à 18:00:00,15,1,https://jeuxvideo.com/articles/0000/00005237_test.htm
Tak 2,NGC,14,Romendil,Journaliste jeuxvideo.com,2005,30 mars 2005 à 18:00:00,16.5,4,https://jeuxvideo.com/articles/0000/00005236_test.htm
Splinter Cell Chaos Theory,PS2,18,Jihem,Journaliste jeuxvideo.com,2005,29 mars 2005 à 18:00:00,17.9,164,https://jeuxvideo.com/articles/0000/00005235_test.htm
Splinter Cell Chaos Theory,Xbox,18,Jihem,Journaliste jeuxvideo.com,2005,29 mars 2005 à 18:00:00,18.4,121,https://jeuxvideo.com/articles/0000/00005234_test.htm
Splinter Cell Chaos Theory,PC,18,Dinowan,Journaliste jeuxvideo.com,2005,29 mars 2005 à 18:00:00,18,180,https://jeuxvideo.com/articles/0000/00005233_test.htm
Yetisports World Tour,PC,5,Killy,Journaliste jeuxvideo.com,2005,29 mars 2005 à 18:00:00,4,1,https://jeuxvideo.com/articles/0000/00005232_test.htm
Baten Kaitos,NGC,19,Romendil,Journaliste jeuxvideo.com,2005,29 mars 2005 à 18:00:00,18.2,335,https://jeuxvideo.com/articles/0000/00005231_test.htm
Tak 2,PS2,14,Romendil,Journaliste jeuxvideo.com,2005,29 mars 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00005230_test.htm
Gothic II,PC,8,superpanda,Journaliste jeuxvideo.com,2005,25 mars 2005 à 18:00:00,17.4,60,https://jeuxvideo.com/articles/0000/00005229_test.htm
Viewtiful Joe 2,NGC,17,Romendil,Journaliste jeuxvideo.com,2005,25 mars 2005 à 18:00:00,16.5,15,https://jeuxvideo.com/articles/0000/00005228_test.htm
Viewtiful Joe 2,PS2,17,Romendil,Journaliste jeuxvideo.com,2005,25 mars 2005 à 18:00:00,16.3,15,https://jeuxvideo.com/articles/0000/00005227_test.htm
TimeSplitters,NGC,15,Killy,Journaliste jeuxvideo.com,2005,25 mars 2005 à 18:00:00,18.7,102,https://jeuxvideo.com/articles/0000/00005226_test.htm
TimeSplitters,Xbox,15,Killy,Journaliste jeuxvideo.com,2005,25 mars 2005 à 18:00:00,18.7,48,https://jeuxvideo.com/articles/0000/00005225_test.htm
La Pucelle,PS2,15,Logan,Journaliste jeuxvideo.com,2005,25 mars 2005 à 18:00:00,16.9,9,https://jeuxvideo.com/articles/0000/00005224_test.htm
TimeSplitters,PS2,15,Killy,Journaliste jeuxvideo.com,2005,25 mars 2005 à 18:00:00,18.7,150,https://jeuxvideo.com/articles/0000/00005223_test.htm
Scrapland,Xbox,11,Killy,Journaliste jeuxvideo.com,2005,24 mars 2005 à 18:00:00,13.8,5,https://jeuxvideo.com/articles/0000/00005222_test.htm
The Bard's Tale,Xbox,14,Romendil,Journaliste jeuxvideo.com,2005,24 mars 2005 à 18:00:00,15.5,6,https://jeuxvideo.com/articles/0000/00005221_test.htm
The Bard's Tale,PS2,14,Romendil,Journaliste jeuxvideo.com,2005,24 mars 2005 à 18:00:00,15,9,https://jeuxvideo.com/articles/0000/00005220_test.htm
1944,PC,12,superpanda,Journaliste jeuxvideo.com,2005,24 mars 2005 à 18:00:00,14.4,17,https://jeuxvideo.com/articles/0000/00005219_test.htm
Ghost Recon 2,NGC,12,Dinowan,Journaliste jeuxvideo.com,2005,24 mars 2005 à 18:00:00,14.2,10,https://jeuxvideo.com/articles/0000/00005218_test.htm
Devil May Cry 3,PS2,15,Logan,Journaliste jeuxvideo.com,2005,24 mars 2005 à 18:00:00,17.3,165,https://jeuxvideo.com/articles/0000/00005217_test.htm
RPM Tuning,Xbox,7,Killy,Journaliste jeuxvideo.com,2005,23 mars 2005 à 18:00:00,9.6,5,https://jeuxvideo.com/articles/0000/00005215_test.htm
Ping Pals,DS,5,Killy,Journaliste jeuxvideo.com,2005,22 mars 2005 à 18:00:00,4.3,9,https://jeuxvideo.com/articles/0000/00005214_test.htm
Duel Masters,GBA,10,Romendil,Journaliste jeuxvideo.com,2005,21 mars 2005 à 18:00:00,13.6,5,https://jeuxvideo.com/articles/0000/00005212_test.htm
Ice Hockey Club Manager 2005,PC,10,superpanda,Journaliste jeuxvideo.com,2005,21 mars 2005 à 18:00:00,1,1,https://jeuxvideo.com/articles/0000/00005211_test.htm
Rugby 2005,PS2,13,Dinowan,Journaliste jeuxvideo.com,2005,18 mars 2005 à 18:00:00,15.3,18,https://jeuxvideo.com/articles/0000/00005208_test.htm
War Times,PC,8,superpanda,Journaliste jeuxvideo.com,2005,18 mars 2005 à 18:00:00,5,1,https://jeuxvideo.com/articles/0000/00005207_test.htm
Glory Days,GBA,10,Dinowan,Journaliste jeuxvideo.com,2005,18 mars 2005 à 18:00:00,13.5,2,https://jeuxvideo.com/articles/0000/00005206_test.htm
Dragon Ball Z,NGC,14,Killy,Journaliste jeuxvideo.com,2005,18 mars 2005 à 18:00:00,16.2,93,https://jeuxvideo.com/articles/0000/00005205_test.htm
Teenage Mutant Ninja Turtles 2,Xbox,7,Dinowan,Journaliste jeuxvideo.com,2005,18 mars 2005 à 18:00:00,13,2,https://jeuxvideo.com/articles/0000/00005203_test.htm
Fight Night,Xbox,16,Logan,Journaliste jeuxvideo.com,2005,18 mars 2005 à 18:00:00,17.2,11,https://jeuxvideo.com/articles/0000/00005202_test.htm
Fight Night,PS2,16,Logan,Journaliste jeuxvideo.com,2005,18 mars 2005 à 18:00:00,18.1,22,https://jeuxvideo.com/articles/0000/00005201_test.htm
Fight Night,NGC,16,Logan,Journaliste jeuxvideo.com,2005,18 mars 2005 à 18:00:00,17.3,12,https://jeuxvideo.com/articles/0000/00005200_test.htm
Mario Party 6,NGC,15,Romendil,Journaliste jeuxvideo.com,2005,18 mars 2005 à 18:00:00,17.1,130,https://jeuxvideo.com/articles/0000/00005199_test.htm
Brothers in Arms,Xbox,14,Killy,Journaliste jeuxvideo.com,2005,17 mars 2005 à 18:00:00,16.7,43,https://jeuxvideo.com/articles/0000/00005198_test.htm
Brothers in Arms,PS2,14,Killy,Journaliste jeuxvideo.com,2005,17 mars 2005 à 18:00:00,16.2,55,https://jeuxvideo.com/articles/0000/00005197_test.htm
Champions,PS2,17,Romendil,Journaliste jeuxvideo.com,2005,17 mars 2005 à 18:00:00,17.8,70,https://jeuxvideo.com/articles/0000/00005196_test.htm
Rayman,GBA,11,Jihem,Journaliste jeuxvideo.com,2005,17 mars 2005 à 18:00:00,16.1,20,https://jeuxvideo.com/articles/0000/00005195_test.htm
Brothers in Arms,PC,14,Dinowan,Journaliste jeuxvideo.com,2005,17 mars 2005 à 18:00:00,14.5,104,https://jeuxvideo.com/articles/0000/00005194_test.htm
Silent Hunter III,PC,16,superpanda,Journaliste jeuxvideo.com,2005,17 mars 2005 à 18:00:00,17.4,47,https://jeuxvideo.com/articles/0000/00005193_test.htm
Resident Evil 4,NGC,19,Logan,Journaliste jeuxvideo.com,2005,17 mars 2005 à 18:00:00,18.7,522,https://jeuxvideo.com/articles/0000/00005192_test.htm
Winnie l'Ourson,GBA,8,Killy,Journaliste jeuxvideo.com,2005,16 mars 2005 à 18:00:00,14,3,https://jeuxvideo.com/articles/0000/00005191_test.htm
EyeToy,PS2,8,Jihem,Journaliste jeuxvideo.com,2005,16 mars 2005 à 18:00:00,,,https://jeuxvideo.com/articles/0000/00005190_test.htm
Act of War,PC,16,superpanda,Journaliste jeuxvideo.com,2005,16 mars 2005 à 18:00:00,16.3,75,https://jeuxvideo.com/articles/0000/00005189_test.htm
Teenage Mutant Ninja Turtles 2,PC,7,Logan,Journaliste jeuxvideo.com,2005,16 mars 2005 à 18:00:00,13,2,https://jeuxvideo.com/articles/0000/00005188_test.htm
Retro Atari Classics,DS,2,Dinowan,Journaliste jeuxvideo.com,2005,16 mars 2005 à 18:00:00,4.6,12,https://jeuxvideo.com/articles/0000/00005187_test.htm
Winnie l'Ourson,NGC,12,Jihem,Journaliste jeuxvideo.com,2005,15 mars 2005 à 18:00:00,14.3,4,https://jeuxvideo.com/articles/0000/00005185_test.htm
Winnie l'Ourson,PS2,12,Jihem,Journaliste jeuxvideo.com,2005,15 mars 2005 à 18:00:00,12.9,7,https://jeuxvideo.com/articles/0000/00005184_test.htm
Tiger Woods PGA Tour,DS,12,Romendil,Journaliste jeuxvideo.com,2005,15 mars 2005 à 18:00:00,16.1,7,https://jeuxvideo.com/articles/0000/00005183_test.htm
Zoo Keeper,DS,14,Dinowan,Journaliste jeuxvideo.com,2005,15 mars 2005 à 18:00:00,15.7,21,https://jeuxvideo.com/articles/0000/00005182_test.htm
The Punisher,PS2,11,Jihem,Journaliste jeuxvideo.com,2005,14 mars 2005 à 18:00:00,15.9,42,https://jeuxvideo.com/articles/0000/00005179_test.htm
The Punisher,Xbox,11,Jihem,Journaliste jeuxvideo.com,2005,14 mars 2005 à 18:00:00,15.2,28,https://jeuxvideo.com/articles/0000/00005178_test.htm
Spider-Man 2,DS,9,Killy,Journaliste jeuxvideo.com,2005,14 mars 2005 à 18:00:00,10.5,35,https://jeuxvideo.com/articles/0000/00005177_test.htm
The Punisher,PC,11,superpanda,Journaliste jeuxvideo.com,2005,14 mars 2005 à 18:00:00,16.1,36,https://jeuxvideo.com/articles/0000/00005176_test.htm
Shadow Hearts,PS2,16,Logan,Journaliste jeuxvideo.com,2005,14 mars 2005 à 18:00:00,18.3,90,https://jeuxvideo.com/articles/0000/00005173_test.htm
Project,Xbox,14,Dinowan,Journaliste jeuxvideo.com,2005,14 mars 2005 à 18:00:00,13.3,8,https://jeuxvideo.com/articles/0000/00005172_test.htm
Les Urbz,DS,12,Jihem,Journaliste jeuxvideo.com,2005,11 mars 2005 à 18:00:00,15.6,73,https://jeuxvideo.com/articles/0000/00005171_test.htm
Pokémon Dash,DS,11,Romendil,Journaliste jeuxvideo.com,2005,11 mars 2005 à 18:00:00,11.1,90,https://jeuxvideo.com/articles/0000/00005170_test.htm
Polarium,DS,14,Killy,Journaliste jeuxvideo.com,2005,11 mars 2005 à 18:00:00,15.6,26,https://jeuxvideo.com/articles/0000/00005169_test.htm
Rugby 2005,PC,13,superpanda,Journaliste jeuxvideo.com,2005,11 mars 2005 à 18:00:00,15.5,17,https://jeuxvideo.com/articles/0000/00005168_test.htm
Rugby 2005,Xbox,13,Dinowan,Journaliste jeuxvideo.com,2005,11 mars 2005 à 18:00:00,15.3,10,https://jeuxvideo.com/articles/0000/00005167_test.htm
FIFA Street,NGC,15,Killy,Journaliste jeuxvideo.com,2005,10 mars 2005 à 18:00:00,16.6,32,https://jeuxvideo.com/articles/0000/00005166_test.htm
FIFA Street,Xbox,15,la_redaction,Journaliste jeuxvideo.com,2005,10 mars 2005 à 18:00:00,15.3,27,https://jeuxvideo.com/articles/0000/00005165_test.htm
FIFA Street,PS2,15,Killy,Journaliste jeuxvideo.com,2005,10 mars 2005 à 18:00:00,16.9,118,https://jeuxvideo.com/articles/0000/00005164_test.htm
Les Sims 2,PC,15,Jihem,Journaliste jeuxvideo.com,2005,10 mars 2005 à 18:00:00,16.2,125,https://jeuxvideo.com/articles/0000/00005163_test.htm
Super Mario 64 DS,DS,17,Dinowan,Journaliste jeuxvideo.com,2005,10 mars 2005 à 18:00:00,17.4,770,https://jeuxvideo.com/articles/0000/00005162_test.htm
Wario Ware Touched !,DS,16,Romendil,Journaliste jeuxvideo.com,2005,10 mars 2005 à 18:00:00,16.2,196,https://jeuxvideo.com/articles/0000/00005161_test.htm
Mr. Driller,DS,8,Logan,Journaliste jeuxvideo.com,2005,10 mars 2005 à 18:00:00,15.7,6,https://jeuxvideo.com/articles/0000/00005159_test.htm
Teenage Mutant Ninja Turtles 2,NGC,7,Dinowan,Journaliste jeuxvideo.com,2005,10 mars 2005 à 18:00:00,11.5,2,https://jeuxvideo.com/articles/0000/00005158_test.htm
